Date,Hour,Temperature
17/02/2022,6,19.1
17/02/2022,7,19
17/02/2022,8,18.4
17/02/2022,9,18.2
17/02/2022,10,19.1
17/02/2022,11,20.6
17/02/2022,12,22.5
17/02/2022,13,22.8
17/02/2022,14,23.8
17/02/2022,15,26
17/02/2022,16,27.7
17/02/2022,17,29.6
17/02/2022,18,28.2
17/02/2022,19,28.4
17/02/2022,20,27.8
17/02/2022,21,26.5
17/02/2022,22,24.9
17/02/2022,23,23.4
18/02/2022,0,22.3
18/02/2022,1,21.7
18/02/2022,2,21.2
18/02/2022,3,20.3
18/02/2022,4,19.6
18/02/2022,5,19
18/02/2022,6,18.3
18/02/2022,7,17.8
18/02/2022,8,17.6
18/02/2022,9,17.3
18/02/2022,10,17.6
18/02/2022,11,20.1
18/02/2022,12,21.6
18/02/2022,13,22.8
18/02/2022,14,24.4
18/02/2022,15,26
18/02/2022,16,27.8
18/02/2022,17,25.6
18/02/2022,18,25.5
18/02/2022,19,26.5
18/02/2022,20,21.8
18/02/2022,21,21.6
18/02/2022,22,20.6
18/02/2022,23,19.6
19/02/2022,0,18.4
19/02/2022,1,18.9
19/02/2022,2,17.7
19/02/2022,3,17.1
19/02/2022,4,16.7
19/02/2022,5,16.1
19/02/2022,6,15.5
19/02/2022,7,15.3
19/02/2022,8,14.9
19/02/2022,9,14.6
19/02/2022,10,15.3
19/02/2022,11,17.3
19/02/2022,12,19.4
19/02/2022,13,21.3
19/02/2022,14,23.3
19/02/2022,15,25.8
19/02/2022,16,26.9
19/02/2022,17,27.4
19/02/2022,18,29.5
19/02/2022,19,27.9
19/02/2022,20,28.2
19/02/2022,21,27
19/02/2022,22,25.4
19/02/2022,23,23.7
20/02/2022,0,22.6
20/02/2022,1,22.1
20/02/2022,2,21.7
20/02/2022,3,21.1
20/02/2022,4,20.2
20/02/2022,5,20
20/02/2022,6,19.6
20/02/2022,7,19.2
20/02/2022,8,18.9
20/02/2022,9,18.7
20/02/2022,10,19.2
20/02/2022,11,20.6
20/02/2022,12,21.7
20/02/2022,13,23.3
20/02/2022,14,26.3
20/02/2022,15,28.2
20/02/2022,16,28.8
20/02/2022,17,29.6
20/02/2022,18,31.6
20/02/2022,19,30.8
20/02/2022,20,30.4
20/02/2022,21,29
20/02/2022,22,26.9
20/02/2022,23,26.4
21/02/2022,0,26.1
21/02/2022,1,22.8
21/02/2022,2,21.3
21/02/2022,3,19.1
21/02/2022,4,19.2
21/02/2022,5,18.9
21/02/2022,6,19.3
21/02/2022,7,19.5
21/02/2022,8,19.3
21/02/2022,9,19.2
21/02/2022,10,19.3
21/02/2022,11,19.7
21/02/2022,12,19.1
21/02/2022,13,19.8
21/02/2022,14,20.8
21/02/2022,15,20.8
21/02/2022,16,22.9
21/02/2022,17,24
21/02/2022,18,25.4
21/02/2022,19,25.7
21/02/2022,20,25.2
21/02/2022,21,26.2
21/02/2022,22,24.2
21/02/2022,23,22.9
22/02/2022,0,22.5
22/02/2022,1,22.3
22/02/2022,2,22
22/02/2022,3,21.8
22/02/2022,4,21.6
22/02/2022,5,21.4
22/02/2022,6,20.9
22/02/2022,7,20.8
22/02/2022,8,20.6
22/02/2022,9,20.2
22/02/2022,10,20.9
22/02/2022,11,21.9
22/02/2022,12,25.4
22/02/2022,13,25.2
22/02/2022,14,27
22/02/2022,15,28.5
22/02/2022,16,29.9
22/02/2022,17,27.4
22/02/2022,18,20.8
22/02/2022,19,20.3
22/02/2022,20,19.2
22/02/2022,21,20.9
22/02/2022,22,20.4
22/02/2022,23,19.3
23/02/2022,0,19
23/02/2022,1,19.1
23/02/2022,2,19.3
23/02/2022,3,19
23/02/2022,4,18.5
23/02/2022,5,18.6
23/02/2022,6,18.5
23/02/2022,7,18.3
23/02/2022,8,17.8
23/02/2022,9,17.9
23/02/2022,10,18
23/02/2022,11,18.5
23/02/2022,12,19.3
23/02/2022,13,19.9
23/02/2022,14,21.5
23/02/2022,15,23.2
23/02/2022,16,25.7
23/02/2022,17,25.9
23/02/2022,18,25.5
23/02/2022,19,25.4
23/02/2022,20,26.4
23/02/2022,21,25.1
23/02/2022,22,23.5
23/02/2022,23,22.6
24/02/2022,0,20.7
24/02/2022,1,19.9
24/02/2022,2,19.5
24/02/2022,3,19.3
24/02/2022,4,18.6
24/02/2022,5,18.1
24/02/2022,6,18.1
24/02/2022,7,17.3
24/02/2022,8,17.8
24/02/2022,9,18.1
24/02/2022,10,19.2
24/02/2022,11,21.2
24/02/2022,12,22.7
24/02/2022,13,24.6
24/02/2022,14,26.6
24/02/2022,15,27.8
24/02/2022,16,30.4
24/02/2022,17,31.5
24/02/2022,18,32.3
24/02/2022,19,32
24/02/2022,20,30.6
24/02/2022,21,28.8
24/02/2022,22,27.1
24/02/2022,23,25.8
25/02/2022,0,25.7
25/02/2022,1,24.7
25/02/2022,2,24.5
25/02/2022,3,24.3
25/02/2022,4,23.4
25/02/2022,5,20.3
25/02/2022,6,19.7
25/02/2022,7,20.1
25/02/2022,8,20.2
25/02/2022,9,19.7
25/02/2022,10,20
25/02/2022,11,21.6
25/02/2022,12,23
25/02/2022,13,25.4
25/02/2022,14,26.6
25/02/2022,15,27.8
25/02/2022,16,27.8
25/02/2022,17,28
25/02/2022,18,28.3
25/02/2022,19,28.6
25/02/2022,20,27.5
25/02/2022,21,26.7
25/02/2022,22,26.2
25/02/2022,23,24.6
26/02/2022,0,23.4
26/02/2022,1,22.1
26/02/2022,2,22.4
26/02/2022,3,20.7
26/02/2022,4,20.9
26/02/2022,5,20.6
26/02/2022,6,20.3
26/02/2022,7,20.3
26/02/2022,8,20.2
26/02/2022,9,20.2
26/02/2022,10,19.8
26/02/2022,11,22.1
26/02/2022,12,23.4
26/02/2022,13,25
26/02/2022,14,27.4
26/02/2022,15,29.3
26/02/2022,16,30.2
26/02/2022,17,29.8
26/02/2022,18,29.8
26/02/2022,19,31.3
26/02/2022,20,29.5
26/02/2022,21,29.4
26/02/2022,22,28.1
26/02/2022,23,26.8
27/02/2022,0,25.8
27/02/2022,1,25.5
27/02/2022,2,24.5
27/02/2022,3,23.5
27/02/2022,4,23.3
27/02/2022,5,22.6
27/02/2022,6,22.1
27/02/2022,7,21.8
27/02/2022,8,21.7
27/02/2022,9,21.5
27/02/2022,10,21.7
27/02/2022,11,22.9
27/02/2022,12,24.2
27/02/2022,13,25.6
27/02/2022,14,27.2
27/02/2022,15,29
27/02/2022,16,30.7
27/02/2022,17,31.7
27/02/2022,18,31
27/02/2022,19,32.2
27/02/2022,20,32.1
27/02/2022,21,30.7
27/02/2022,22,30.1
27/02/2022,23,29.2
28/02/2022,0,28.3
28/02/2022,1,28.1
28/02/2022,2,25.4
28/02/2022,3,25
28/02/2022,4,25.9
28/02/2022,5,25.2
28/02/2022,6,24.4
28/02/2022,7,24.2
28/02/2022,8,24
28/02/2022,9,23.8
28/02/2022,10,23.7
28/02/2022,11,21.6
28/02/2022,12,23.6
28/02/2022,13,24.5
28/02/2022,14,26.1
28/02/2022,15,26.8
28/02/2022,16,28.6
28/02/2022,17,29
28/02/2022,18,29
28/02/2022,19,28.1
28/02/2022,20,21.7
28/02/2022,21,19.6
28/02/2022,22,19.4
28/02/2022,23,19.8
1/3/22,0,19.6
1/3/22,1,19.7
1/3/22,2,19.8
1/3/22,3,19.4
1/3/22,4,19.3
1/3/22,5,19.2
1/3/22,6,19.1
1/3/22,7,19.1
1/3/22,8,19.2
1/3/22,9,19.3
1/3/22,10,19.4
1/3/22,11,19.3
1/3/22,12,19.6
1/3/22,13,20.3
1/3/22,14,20.7
1/3/22,15,21.1
1/3/22,16,23.4
1/3/22,17,21.8
1/3/22,18,22.6
1/3/22,19,21.8
1/3/22,20,20
1/3/22,21,19.5
1/3/22,22,19.3
1/3/22,23,19.1
2/3/22,0,19.5
2/3/22,1,19.6
2/3/22,2,19.7
2/3/22,3,19.6
2/3/22,4,19.8
2/3/22,5,19.5
2/3/22,6,19.5
2/3/22,7,18.9
2/3/22,8,19.4
2/3/22,9,19.7
2/3/22,10,18.8
2/3/22,11,20.9
2/3/22,12,22.8
2/3/22,13,24.9
2/3/22,14,26.2
2/3/22,15,26.6
2/3/22,16,27.1
2/3/22,17,26.6
2/3/22,18,26.8
2/3/22,19,26.3
2/3/22,20,26.3
2/3/22,21,25.2
2/3/22,22,24.4
2/3/22,23,23.3
3/3/22,0,22.6
3/3/22,1,21.8
3/3/22,2,21.5
3/3/22,3,20.9
3/3/22,4,20.6
3/3/22,5,19.8
3/3/22,6,20.1
3/3/22,7,19.8
3/3/22,8,19
3/3/22,9,18.3
3/3/22,10,18.8
3/3/22,11,20.4
3/3/22,12,22.9
3/3/22,13,24.8
3/3/22,14,27.1
3/3/22,15,28.2
3/3/22,16,29.6
3/3/22,17,29.5
3/3/22,18,29.8
3/3/22,19,29.3
3/3/22,20,28.5
3/3/22,21,27.3
3/3/22,22,25.5
3/3/22,23,23.8
4/3/22,0,23.3
4/3/22,1,22.7
4/3/22,2,22.3
4/3/22,3,21.9
4/3/22,4,21.4
4/3/22,5,21
4/3/22,6,20.5
4/3/22,7,20.3
4/3/22,8,20
4/3/22,9,19.7
4/3/22,10,19.8
4/3/22,11,21.4
4/3/22,12,23
4/3/22,13,24.8
4/3/22,14,27.6
4/3/22,15,28.4
4/3/22,16,30
4/3/22,17,30
4/3/22,18,30.4
4/3/22,19,30.1
4/3/22,20,29.7
4/3/22,21,28.2
4/3/22,22,26.4
4/3/22,23,25.5
5/3/22,0,25.1
5/3/22,1,24
5/3/22,2,23.6
5/3/22,3,23.2
5/3/22,4,23.1
5/3/22,5,22.7
5/3/22,6,22.5
5/3/22,7,22.4
5/3/22,8,22
5/3/22,9,21.6
5/3/22,10,21.9
5/3/22,11,22.9
5/3/22,12,24.3
5/3/22,13,26.6
5/3/22,14,29
5/3/22,15,30.1
5/3/22,16,31.2
5/3/22,17,31.1
5/3/22,18,27.9
5/3/22,19,28.9
5/3/22,20,29.6
5/3/22,21,29.9
5/3/22,22,28
5/3/22,23,26.6
6/3/22,0,26.6
6/3/22,1,25.9
6/3/22,2,24.8
6/3/22,3,24.2
6/3/22,4,23.7
6/3/22,5,23.4
6/3/22,6,22.9
6/3/22,7,22.7
6/3/22,8,22.7
6/3/22,9,22.6
6/3/22,10,22.9
6/3/22,11,23.1
6/3/22,12,25.2
6/3/22,13,27.6
6/3/22,14,28.9
6/3/22,15,30.3
6/3/22,16,32.6
6/3/22,17,30.2
6/3/22,18,25.1
6/3/22,19,23.4
6/3/22,20,23.7
6/3/22,21,20.9
6/3/22,22,20.3
6/3/22,23,20.5
7/3/22,0,20.3
7/3/22,1,19.9
7/3/22,2,20
7/3/22,3,20.1
7/3/22,4,20.2
7/3/22,5,20.3
7/3/22,6,20.4
7/3/22,7,20.6
7/3/22,8,20.4
7/3/22,9,21.2
7/3/22,10,21.4
7/3/22,11,22.5
7/3/22,12,23.6
7/3/22,13,26.4
7/3/22,14,28.3
7/3/22,15,30.4
7/3/22,16,32.1
7/3/22,17,32.6
7/3/22,18,31.2
7/3/22,19,21.5
7/3/22,20,22.3
7/3/22,21,20.1
7/3/22,22,19.6
7/3/22,23,19
8/3/22,0,19.3
8/3/22,1,18.7
8/3/22,2,18.8
8/3/22,3,19.1
8/3/22,4,18.7
8/3/22,5,19.3
8/3/22,6,18.7
8/3/22,7,18.5
8/3/22,8,18.3
8/3/22,9,18.1
8/3/22,10,18.1
8/3/22,11,19.1
8/3/22,12,22.5
8/3/22,13,23.8
8/3/22,14,25.9
8/3/22,15,28
8/3/22,16,28.1
8/3/22,17,29.7
8/3/22,18,25
8/3/22,19,24
8/3/22,20,22.8
8/3/22,21,22.4
8/3/22,22,21.8
8/3/22,23,21.4
9/3/22,0,21.2
9/3/22,1,21.1
9/3/22,2,21
9/3/22,3,20.8
9/3/22,4,20.5
9/3/22,5,20.4
9/3/22,6,20.2
9/3/22,7,20.4
9/3/22,8,20.5
9/3/22,9,20.5
9/3/22,10,20.6
9/3/22,11,21.9
9/3/22,12,23.1
9/3/22,13,23.9
9/3/22,14,24.5
9/3/22,15,25.4
9/3/22,16,26.1
9/3/22,17,29.3
9/3/22,18,30.3
9/3/22,19,30.4
9/3/22,20,29.5
9/3/22,21,24.6
9/3/22,22,22.9
9/3/22,23,21.6
10/3/22,0,21.5
10/3/22,1,21.6
10/3/22,2,21.3
10/3/22,3,21.4
10/3/22,4,20.8
10/3/22,5,20.9
10/3/22,6,21.3
10/3/22,7,21
10/3/22,8,21.3
10/3/22,9,21.5
10/3/22,10,21.6
10/3/22,11,22.3
10/3/22,12,22.9
10/3/22,13,24.2
10/3/22,14,25
10/3/22,15,26.4
10/3/22,16,26.3
10/3/22,17,28.4
10/3/22,18,25.9
10/3/22,19,26.7
10/3/22,20,25.1
10/3/22,21,23.3
10/3/22,22,22.3
10/3/22,23,21.2
11/3/22,0,20.1
11/3/22,1,20
11/3/22,2,20
11/3/22,3,19.9
11/3/22,4,19.9
11/3/22,5,19.9
11/3/22,6,19.8
11/3/22,7,19.9
11/3/22,8,19.8
11/3/22,9,19.9
11/3/22,10,19.3
11/3/22,11,18.8
11/3/22,12,18.5
11/3/22,13,18.8
11/3/22,14,18.5
11/3/22,15,18.9
11/3/22,16,18.5
11/3/22,17,18.4
11/3/22,18,18.2
11/3/22,19,18
11/3/22,20,17.9
11/3/22,21,16.6
11/3/22,22,16.4
11/3/22,23,16.4
12/3/22,0,16.2
12/3/22,1,15.4
12/3/22,2,15.4
12/3/22,3,15.1
12/3/22,4,15.2
12/3/22,5,15.3
12/3/22,6,15
12/3/22,7,14.9
12/3/22,8,14.8
12/3/22,9,14.6
12/3/22,10,14.7
12/3/22,11,15.4
12/3/22,12,16.3
12/3/22,13,17.9
12/3/22,14,18
12/3/22,15,18.8
12/3/22,16,18.6
12/3/22,17,19
12/3/22,18,18.8
12/3/22,19,18.8
12/3/22,20,17.4
12/3/22,21,16.6
12/3/22,22,15.6
12/3/22,23,15.3
13/03/2022,0,15.4
13/03/2022,1,15.3
13/03/2022,2,15
13/03/2022,3,15.1
13/03/2022,4,15
13/03/2022,5,15.1
13/03/2022,6,15.3
13/03/2022,7,15.4
13/03/2022,8,15.5
13/03/2022,9,15.5
13/03/2022,10,15.2
13/03/2022,11,15.5
13/03/2022,12,15.4
13/03/2022,13,16.2
13/03/2022,14,17.4
13/03/2022,15,17.8
13/03/2022,16,18.8
13/03/2022,17,18.7
13/03/2022,18,18.2
13/03/2022,19,18
13/03/2022,20,18.2
13/03/2022,21,18
13/03/2022,22,17.7
13/03/2022,23,17.6
14/03/2022,0,17.4
14/03/2022,1,17.3
14/03/2022,2,17.3
14/03/2022,3,17.4
14/03/2022,4,17.6
14/03/2022,5,17.7
14/03/2022,6,17.2
14/03/2022,7,17.4
14/03/2022,8,17.1
14/03/2022,9,17
14/03/2022,10,17.2
14/03/2022,11,18.1
14/03/2022,12,17.9
14/03/2022,13,19.1
14/03/2022,14,19.6
14/03/2022,15,19.1
14/03/2022,16,20.3
14/03/2022,17,21
14/03/2022,18,21.2
14/03/2022,19,21.1
14/03/2022,20,22
14/03/2022,21,20.5
14/03/2022,22,19.1
14/03/2022,23,18.8
15/03/2022,0,18.4
15/03/2022,1,18.2
15/03/2022,2,18.3
15/03/2022,3,18
15/03/2022,4,17.8
15/03/2022,5,17.7
15/03/2022,6,17.7
15/03/2022,7,17.7
15/03/2022,8,17.7
15/03/2022,9,17.7
15/03/2022,10,17.9
15/03/2022,11,18.4
15/03/2022,12,19.1
15/03/2022,13,19.8
15/03/2022,14,20.7
15/03/2022,15,21.6
15/03/2022,16,23.3
15/03/2022,17,22.2
15/03/2022,18,22.3
15/03/2022,19,22.1
15/03/2022,20,22.1
15/03/2022,21,21.1
15/03/2022,22,20.7
15/03/2022,23,20.6
16/03/2022,0,20.6
16/03/2022,1,20.5
16/03/2022,2,20.5
16/03/2022,3,20.3
16/03/2022,4,19.7
16/03/2022,5,19.9
16/03/2022,6,19.4
16/03/2022,7,18.7
16/03/2022,8,18.1
16/03/2022,9,18
16/03/2022,10,18.2
16/03/2022,11,18.5
16/03/2022,12,19.7
16/03/2022,13,19.6
16/03/2022,14,20.3
16/03/2022,15,21.6
16/03/2022,16,22.1
16/03/2022,17,22.1
16/03/2022,18,23.4
16/03/2022,19,23.2
16/03/2022,20,23
16/03/2022,21,22.8
16/03/2022,22,21.4
16/03/2022,23,20.4
17/03/2022,0,19.5
17/03/2022,1,18.6
17/03/2022,2,17.8
17/03/2022,3,17.5
17/03/2022,4,17
17/03/2022,5,16.4
17/03/2022,6,16
17/03/2022,7,15.6
17/03/2022,8,15.2
17/03/2022,9,14.8
17/03/2022,10,14.9
17/03/2022,11,17.7
17/03/2022,12,20
17/03/2022,13,21
17/03/2022,14,23
17/03/2022,15,25
17/03/2022,16,27.2
17/03/2022,17,28.3
17/03/2022,18,29
17/03/2022,19,28.6
17/03/2022,20,28.3
17/03/2022,21,27
17/03/2022,22,24.5
17/03/2022,23,23.2
18/03/2022,0,22.7
18/03/2022,1,22.5
18/03/2022,2,21.7
18/03/2022,3,21.5
18/03/2022,4,21.7
18/03/2022,5,20.8
18/03/2022,6,20.7
18/03/2022,7,20.8
18/03/2022,8,20.2
18/03/2022,9,19.8
18/03/2022,10,20.3
18/03/2022,11,21.4
18/03/2022,12,23.6
18/03/2022,13,26.5
18/03/2022,14,27.7
18/03/2022,15,29.4
18/03/2022,16,29.3
18/03/2022,17,30
18/03/2022,18,25.3
18/03/2022,19,28.6
18/03/2022,20,27.3
18/03/2022,21,24.9
18/03/2022,22,23.2
18/03/2022,23,21.3
19/03/2022,0,21.1
19/03/2022,1,20.1
19/03/2022,2,20.2
19/03/2022,3,19.3
19/03/2022,4,19.4
19/03/2022,5,19
19/03/2022,6,18.5
19/03/2022,7,18.3
19/03/2022,8,18.7
19/03/2022,9,18.7
19/03/2022,10,17.4
19/03/2022,11,16.2
19/03/2022,12,16.5
19/03/2022,13,16.6
19/03/2022,14,16.7
19/03/2022,15,16.7
19/03/2022,16,16.7
19/03/2022,17,17.7
19/03/2022,18,17.5
19/03/2022,19,16.8
19/03/2022,20,15.8
19/03/2022,21,15.4
19/03/2022,22,15.4
19/03/2022,23,15.5
20/03/2022,0,15.4
20/03/2022,1,15
20/03/2022,2,14.8
20/03/2022,3,14.6
20/03/2022,4,14.3
20/03/2022,5,14
20/03/2022,6,13.9
20/03/2022,7,13.6
20/03/2022,8,13.3
20/03/2022,9,13.6
20/03/2022,10,13.7
20/03/2022,11,15.2
20/03/2022,12,15.9
20/03/2022,13,16.4
20/03/2022,14,16.9
20/03/2022,15,16
20/03/2022,16,16.7
20/03/2022,17,14.9
20/03/2022,18,14.8
20/03/2022,19,15
20/03/2022,20,14.8
20/03/2022,21,14.2
20/03/2022,22,13.4
20/03/2022,23,13.1
21/03/2022,0,12.7
21/03/2022,1,12.4
21/03/2022,2,12.1
21/03/2022,3,11.8
21/03/2022,4,11.9
21/03/2022,5,12.1
21/03/2022,6,12.1
21/03/2022,7,12.2
21/03/2022,8,12.8
21/03/2022,9,13.3
21/03/2022,10,13.7
21/03/2022,11,15.8
21/03/2022,12,16.9
21/03/2022,13,18.7
21/03/2022,14,19.9
21/03/2022,15,20.8
21/03/2022,16,20.9
21/03/2022,17,22
21/03/2022,18,22.2
21/03/2022,19,23.7
21/03/2022,20,23.1
21/03/2022,21,21.5
21/03/2022,22,20.8
21/03/2022,23,18.3
22/03/2022,0,17.3
22/03/2022,1,16.9
22/03/2022,2,16.4
22/03/2022,3,16.1
22/03/2022,4,16
22/03/2022,5,16.1
22/03/2022,6,16
22/03/2022,7,15.7
22/03/2022,8,16.3
22/03/2022,9,16.3
22/03/2022,10,16.9
22/03/2022,11,18.1
22/03/2022,12,19.4
22/03/2022,13,20.8
22/03/2022,14,22.9
22/03/2022,15,24.1
22/03/2022,16,24.6
22/03/2022,17,24.5
22/03/2022,18,26
22/03/2022,19,26
22/03/2022,20,25.2
22/03/2022,21,24.4
22/03/2022,22,23.4
22/03/2022,23,22.7
23/03/2022,0,21.8
23/03/2022,1,21
23/03/2022,2,20.2
23/03/2022,3,19.6
23/03/2022,4,19.3
23/03/2022,5,19
23/03/2022,6,18.8
23/03/2022,7,18.5
23/03/2022,8,18.5
23/03/2022,9,16.4
23/03/2022,10,16.4
23/03/2022,11,16.4
23/03/2022,12,17.4
23/03/2022,13,18.2
23/03/2022,14,18.8
23/03/2022,15,19.2
23/03/2022,16,18.8
23/03/2022,17,19.2
23/03/2022,18,18
23/03/2022,19,18.8
23/03/2022,20,19
23/03/2022,21,19.2
23/03/2022,22,19
23/03/2022,23,18.7
24/03/2022,0,18.2
24/03/2022,1,18.1
24/03/2022,2,18
24/03/2022,3,17.7
24/03/2022,4,17.6
24/03/2022,5,17.6
24/03/2022,6,17.5
24/03/2022,7,17.5
24/03/2022,8,17.5
24/03/2022,9,16.6
24/03/2022,10,16.8
24/03/2022,11,17.1
24/03/2022,12,18
24/03/2022,13,18.5
24/03/2022,14,18.7
24/03/2022,15,18.8
24/03/2022,16,19
24/03/2022,17,19.4
24/03/2022,18,21
24/03/2022,19,20.9
24/03/2022,20,22
24/03/2022,21,21.2
24/03/2022,22,20
24/03/2022,23,19.1
25/03/2022,0,18.9
25/03/2022,1,18.2
25/03/2022,2,18
25/03/2022,3,17.6
25/03/2022,4,17.7
25/03/2022,5,17.4
25/03/2022,6,17
25/03/2022,7,16.9
25/03/2022,8,17.1
25/03/2022,9,17.4
25/03/2022,10,17.7
25/03/2022,11,17.6
25/03/2022,12,17.6
25/03/2022,13,14.4
25/03/2022,14,14.9
25/03/2022,15,15.6
25/03/2022,16,18.1
25/03/2022,17,19.9
25/03/2022,18,21.3
25/03/2022,19,21.2
25/03/2022,20,20.3
25/03/2022,21,19.4
25/03/2022,22,17.8
25/03/2022,23,17.3
26/03/2022,0,17.6
26/03/2022,1,16.9
26/03/2022,2,16.1
26/03/2022,3,15.6
26/03/2022,4,15.5
26/03/2022,5,15.3
26/03/2022,6,15.1
26/03/2022,7,14.9
26/03/2022,8,15.3
26/03/2022,9,15.3
26/03/2022,10,15.1
26/03/2022,11,15.4
26/03/2022,12,16.4
26/03/2022,13,16.9
26/03/2022,14,16.7
26/03/2022,15,16.8
26/03/2022,16,17
26/03/2022,17,17.1
26/03/2022,18,17.7
26/03/2022,19,17.9
26/03/2022,20,17.9
26/03/2022,21,17.4
26/03/2022,22,16.8
26/03/2022,23,16.4
27/03/2022,0,16.2
27/03/2022,1,15.7
27/03/2022,2,15.5
27/03/2022,3,15.9
27/03/2022,4,14.6
27/03/2022,5,14.4
27/03/2022,6,14.2
27/03/2022,7,13.3
27/03/2022,8,14
27/03/2022,9,13
27/03/2022,10,13.4
27/03/2022,11,14.9
27/03/2022,12,16.7
27/03/2022,13,17.5
27/03/2022,14,19.7
27/03/2022,15,20.3
27/03/2022,16,22
27/03/2022,17,23
27/03/2022,18,23.2
27/03/2022,19,23.9
27/03/2022,20,23.1
27/03/2022,21,21.9
27/03/2022,22,19.1
27/03/2022,23,18.9
28/03/2022,0,18.8
28/03/2022,1,18.6
28/03/2022,2,18.6
28/03/2022,3,17
28/03/2022,4,16.8
28/03/2022,5,16.1
28/03/2022,6,15.9
28/03/2022,7,15.5
28/03/2022,8,15.1
28/03/2022,9,14.2
28/03/2022,10,13.9
28/03/2022,11,15.7
28/03/2022,12,17
28/03/2022,13,19.2
28/03/2022,14,21.1
28/03/2022,15,22.9
28/03/2022,16,23.6
28/03/2022,17,25.6
28/03/2022,18,26.3
28/03/2022,19,26.1
28/03/2022,20,25.9
28/03/2022,21,23.4
28/03/2022,22,21.5
28/03/2022,23,20.9
29/03/2022,0,20.2
29/03/2022,1,19.8
29/03/2022,2,18.8
29/03/2022,3,18.4
29/03/2022,4,17.5
29/03/2022,5,17.1
29/03/2022,6,16.7
29/03/2022,7,16
29/03/2022,8,15.9
29/03/2022,9,16.4
29/03/2022,10,17
29/03/2022,11,18.1
29/03/2022,12,19.7
29/03/2022,13,21.6
29/03/2022,14,23.8
29/03/2022,15,25.8
29/03/2022,16,28.3
29/03/2022,17,28.8
29/03/2022,18,28.6
29/03/2022,19,29.6
29/03/2022,20,29.1
29/03/2022,21,27.8
29/03/2022,22,26.8
29/03/2022,23,26.1
30/03/2022,0,25.4
30/03/2022,1,24.5
30/03/2022,2,23.7
30/03/2022,3,23.9
30/03/2022,4,24
30/03/2022,5,21.7
30/03/2022,6,21.3
30/03/2022,7,20.8
30/03/2022,8,20.8
30/03/2022,9,20.6
30/03/2022,10,16.6
30/03/2022,11,16.3
30/03/2022,12,16.5
30/03/2022,13,16.8
30/03/2022,14,17
30/03/2022,15,17.1
30/03/2022,16,17.8
30/03/2022,17,17.1
30/03/2022,18,14.8
30/03/2022,19,14.3
30/03/2022,20,13.5
30/03/2022,21,11.9
30/03/2022,22,11.4
30/03/2022,23,11
31/03/2022,0,10.6
31/03/2022,1,10.5
31/03/2022,2,10.1
31/03/2022,3,10
31/03/2022,4,9.5
31/03/2022,5,8.9
31/03/2022,6,8.1
31/03/2022,7,8
31/03/2022,8,7.9
31/03/2022,9,7.5
31/03/2022,10,6.9
31/03/2022,11,7.8
31/03/2022,12,10
31/03/2022,13,10.9
31/03/2022,14,12.7
31/03/2022,15,13.7
31/03/2022,16,15.1
31/03/2022,17,15.7
31/03/2022,18,15.8
31/03/2022,19,15.3
31/03/2022,20,14.5
31/03/2022,21,13.3
31/03/2022,22,12.1
31/03/2022,23,11.4
1/4/22,0,11.1
1/4/22,1,10.6
1/4/22,2,10.2
1/4/22,3,10
1/4/22,4,9.6
1/4/22,5,9.6
1/4/22,6,8.8
1/4/22,7,9.1
1/4/22,8,9.8
1/4/22,9,8.3
1/4/22,10,9.5
1/4/22,11,11.5
1/4/22,12,12.5
1/4/22,13,13.7
1/4/22,14,15.4
1/4/22,15,16.1
1/4/22,16,15.9
1/4/22,17,16.3
1/4/22,18,16.4
1/4/22,19,16
1/4/22,20,15.8
1/4/22,21,14.8
1/4/22,22,14.1
1/4/22,23,13.7
2/4/22,0,13.2
2/4/22,1,12.6
2/4/22,2,12.3
2/4/22,3,12.2
2/4/22,4,12.1
2/4/22,5,13
2/4/22,6,12.5
2/4/22,7,11.9
2/4/22,8,11.9
2/4/22,9,11.8
2/4/22,10,12.1
2/4/22,11,14.1
2/4/22,12,16
2/4/22,13,18.1
2/4/22,14,19.8
2/4/22,15,20.7
2/4/22,16,20.7
2/4/22,17,22.3
2/4/22,18,22.2
2/4/22,19,20.9
2/4/22,20,20.7
2/4/22,21,19.8
2/4/22,22,18.8
2/4/22,23,18.5
3/4/22,0,17.8
3/4/22,1,17.4
3/4/22,2,17.1
3/4/22,3,17.2
3/4/22,4,17.1
3/4/22,5,17.1
3/4/22,6,17.1
3/4/22,7,17
3/4/22,8,17.1
3/4/22,9,17.1
3/4/22,10,17.4
3/4/22,11,17.3
3/4/22,12,16.1
3/4/22,13,15.9
3/4/22,14,16.3
3/4/22,15,16.6
3/4/22,16,18
3/4/22,17,19
3/4/22,18,18.8
3/4/22,19,18.1
3/4/22,20,17.9
3/4/22,21,17.8
3/4/22,22,17.8
3/4/22,23,17.9
4/4/22,0,18.3
4/4/22,1,18.4
4/4/22,2,17.7
4/4/22,3,16.9
4/4/22,4,16.4
4/4/22,5,16.1
4/4/22,6,15.9
4/4/22,7,15.9
4/4/22,8,16.2
4/4/22,9,16.1
4/4/22,10,16.6
4/4/22,11,16.7
4/4/22,12,17.3
4/4/22,13,18
4/4/22,14,18.6
4/4/22,15,20.1
4/4/22,16,20.3
4/4/22,17,21.6
4/4/22,18,21.5
4/4/22,19,21.1
4/4/22,20,20.2
4/4/22,21,19.3
4/4/22,22,18.9
4/4/22,23,18.6
5/4/22,0,17.8
